"Status","Product code","Product user reference","Family","Barcode","CPNP number"," Price","Units per outer","Unit label","Unit price","Unit Name","Unit RRP","Unit net weight","Package weight (shipping)","Unit dimensions","Materials/Ingredients","Webpage description (html)","Webpage description (plain text)","Country of origin","Tariff code","Duty rate","HTS US","Stock","1st image","2nd image","3rd image","4th image","Data updated","Stock updated","Price updated","Images updated"
"Active","RDEO-09","","RDEO","5055796576180","","9","1","Piece","9","200ml Lemon Verbena Essential Oil Reed Diffuser","18","0.25","0.25","30x10x16 (cm)","Pure Essential Oils, Dipropylene Glycol, Reeds, Glass Bottle, Gift Box","<p><strong>Refreshing, energising, reviving</strong></p><p><strong>Lemon Verbena essential oil</strong> reed diffuser with its fresh,sweet- citrusy scent will brighten and energise any room with its delightful fragrance.</p><p>Proudly made in the UK by<strong>&nbsp;Ancient Wisdom Dropshipping</strong> at our Sheffield factory. Just smell the the difference...&nbsp;</p><p>This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance.&nbsp;</p><p>Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck.&nbsp;</p><p><span style=""font-size: 14px;"">Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.</span></p><p><em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">Warnings:</span></em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">&nbsp;Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.</span></p><p><strong>Go on an aromatic adventure today!</strong></p>","Refreshing, energising, revivingLemon Verbena essential oil reed diffuser with its fresh,sweet- citrusy scent will brighten and energise any room with its delightful fragrance.Proudly made in the UK by Ancient Wisdom Dropshipping at our Sheffield factory. Just smell the the difference... This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance. Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck. Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.Warnings: Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.Go on an aromatic adventure today!","GBR","3307490090","6.50%","","Normal","https://www.aw-dropship.com/wi/1372710.jpeg","https://www.aw-dropship.com/wi/1372712.jpeg","https://www.aw-dropship.com/wi/1372714.jpeg","https://www.aw-dropship.com/wi/1372716.jpeg","2021-07-27 9:04","2021-09-02 7:40","2021-06-08 9:44","2020-02-17 6:36"
"Active","RDEO-11","","RDEO","5055796576203","","9","1","Piece","9","200ml Basil & Maychang Essential Oil Reed Diffuser","18","0.25","0.25","30x10x18 (cm)","Pure Essential Oils, Dipropylene Glycol, Reeds, Glass Bottle, Gift Box","<p><strong>Uplifting,stimulating,purifying</strong></p><p>Combined of warm herbaceous <strong>Basil essential oil</strong> and lemon-spiced <strong>May Chang essential oil</strong> scent this reed diffuser will fill all your surroundings with its fresh delicious aroma.</p><p>Proudly made in the UK by<strong>&nbsp;Ancient Wisdom Dropshipping</strong> at our Sheffield factory. Just smell the the difference...&nbsp;</p><p>This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance.&nbsp;</p><p>Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck.&nbsp;</p><p><span style=""font-size: 14px;"">Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.</span></p><p><em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">Warnings:</span></em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">&nbsp;Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.</span></p><p><strong>Go on an aromatic adventure today!</strong></p>","Uplifting,stimulating,purifyingCombined of warm herbaceous Basil essential oil and lemon-spiced May Chang essential oil scent this reed diffuser will fill all your surroundings with its fresh delicious aroma.Proudly made in the UK by Ancient Wisdom Dropshipping at our Sheffield factory. Just smell the the difference... This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance. Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck. Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.Warnings: Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.Go on an aromatic adventure today!","GBR","3307490090","6.50%","","Excess","https://www.aw-dropship.com/wi/1372692.jpeg","https://www.aw-dropship.com/wi/1372694.jpeg","https://www.aw-dropship.com/wi/1372696.jpeg","https://www.aw-dropship.com/wi/1372698.jpeg","2021-07-27 9:04","2021-09-01 12:09","2021-06-08 9:44","2020-02-17 6:36"
"Active","RDEO-12","","RDEO","5055796576210","","9","1","Piece","9","200ml Peppermint & Frankincense Essential Oil Reed Diffuser","18","0.25","0.25","30x10x19 (cm)","Pure Essential Oils, Dipropylene Glycol, Reeds, Glass Bottle, Gift Box","<p><strong>Revitalising, cooling , relaxing</strong></p><p>This refreshing reed diffuser combined of intensive minty aroma of <strong>Peppermint essential oil</strong> and fresh woody scent of <strong>Frankincense essential oil</strong> will leave your home full of energy when its wonderful smell embraces the room.</p><p>Proudly made in the UK by<strong>&nbsp;Ancient Wisdom Dropshipping</strong> at our Sheffield factory. Just smell the the difference...&nbsp;</p><p>This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance.&nbsp;</p><p>Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck.&nbsp;</p><p><span style=""font-size: 14px;"">Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.</span></p><p><em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">Warnings:</span></em><span style=""font-size: 14px; color: rgb(209, 72, 65);"">&nbsp;Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.</span></p><p><strong>Go on an aromatic adventure today!</strong></p>","Revitalising, cooling , relaxingThis refreshing reed diffuser combined of intensive minty aroma of Peppermint essential oil and fresh woody scent of Frankincense essential oil will leave your home full of energy when its wonderful smell embraces the room.Proudly made in the UK by Ancient Wisdom Dropshipping at our Sheffield factory. Just smell the the difference... This beautiful classic reed diffuser is made with essential oils (in a special eco-mineral oil base) to enchant and delight. The aroma will rise along the sticks slowly and delicately and fill any room with a truly aromatic fragrance. Simply open the special lid, remove the plug (replace the lid) and place the rattan sticks into the neck. Remove all packaging before use. Simply open the lid, remove the plug and place the Indonesian rattan sticks into the neck. Optionally, once the reeds have soaked up the oil turn them over and reinsert into the glass jar with the oil soaked end exposed for a quicker release of fragrance.Warnings: Avoid contact with eyes. Keep away from children and animals. Use only as Directed. Take care when placing on painted or polished surfaces. Keep away from heat, flame and sources of ignition. Wash hands after use.Go on an aromatic adventure today!","GBR","3307490090","6.50%","","Normal","https://www.aw-dropship.com/wi/1372684.jpeg","https://www.aw-dropship.com/wi/1372686.jpeg","https://www.aw-dropship.com/wi/1372688.jpeg","https://www.aw-dropship.com/wi/1372690.jpeg","2021-07-27 9:04","2021-07-16 11:55","2021-06-08 9:44","2020-02-17 6:36"
"Active","AWEBL-01","","AWEBL","5055796597123","","2.25","1","Piece","2.25","Energising Essential Oil Blend - Boxed - 10ml","4.9","0.05","0.039","65x24 (mm)","Peppermint, Frankincense and Lemon","<h1 style=""text-align: center;""><strong>Peppermint, Frankincense and Lemon</strong></h1><p>Energising essential oil blend benefits</p><p>- revitalises energy levels&nbsp;</p><p>- may help keep you alert and can relieve fatigue</p><p>- elevates mood</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Peppermint, Frankincense and LemonEnergising essential oil blend benefits- revitalises energy levels - may help keep you alert and can relieve fatigue- elevates moodYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1593578.jpeg","https://www.aw-dropship.com/wi/1593606.jpeg","https://www.aw-dropship.com/wi/1593607.jpeg","https://www.aw-dropship.com/wi/1593625.jpeg","2021-07-27 8:50","2021-09-15 7:31","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-02","","AWEBL","5055796597130","","2.25","1","Piece","2.25","Breathe Easy Essential Oil Blend - Boxed - 10ml","4.9","0.05","0.039","65x24 (mm)","Eucalyptus, Ravensara and Peppermint","<h1 style=""text-align: center;"">Eucalyptus, Ravensara and Peppermint</h1><p>Breath Easy essential oil blend benefits</p><p>- &nbsp;may help clear the respiratory tract&nbsp;</p><p>- &nbsp;facilitates easy breathing</p><p>- &nbsp;may help stimulate the immune system &nbsp; &nbsp;</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Eucalyptus, Ravensara and PeppermintBreath Easy essential oil blend benefits-  may help clear the respiratory tract -  facilitates easy breathing-  may help stimulate the immune system    You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1593579.jpeg","https://www.aw-dropship.com/wi/1593608.jpeg","https://www.aw-dropship.com/wi/1593609.jpeg","https://www.aw-dropship.com/wi/1593626.jpeg","2021-07-27 8:50","2021-09-09 7:25","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-03","","AWEBL","5055796597147","","1.9","1","Piece","1.9","Happiness Essential Oil Blend - Boxed - 10ml","4.25","0.05","0.039","65x24 (mm)","Bergamot, Ylang Ylang and Grapefruit","<h1 style=""text-align: center;"">Bergamot, Ylang Ylang and Grapefruit</h1><p>Happiness Essential oil blend benefits</p><p>- may help boost your mood</p><p>- may help increase energy</p><p>- its believed to reduce stress&nbsp;</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Bergamot, Ylang Ylang and GrapefruitHappiness Essential oil blend benefits- may help boost your mood- may help increase energy- its believed to reduce stress You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301121000","7.00%","","Normal","https://www.aw-dropship.com/wi/1593580.jpeg","https://www.aw-dropship.com/wi/1593610.jpeg","https://www.aw-dropship.com/wi/1593611.jpeg","https://www.aw-dropship.com/wi/1593627.jpeg","2021-07-27 8:50","2021-09-06 15:14","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-04","","AWEBL","5055796597154","","4.49","1","Piece","4.49","Sleep Easy Essential Oil Blend - Boxed - 10ml","8.5","0.05","0.039","65x24 (mm)","Roman Chamomile, Clary Sage and Bergamot","<h1 style=""text-align: center;"">Roman Chamomile, Clary Sage and Bergamot</h1><p>Sleep Easy Essential oil blend benefits</p><p>- &nbsp;promotes relaxation and may help induce sleep</p><p>- &nbsp;its believed to reduce stress</p><p>- &nbsp;may help to calm the mind and relieve feelings of anxiety</p><p><br></p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Roman Chamomile, Clary Sage and BergamotSleep Easy Essential oil blend benefits-  promotes relaxation and may help induce sleep-  its believed to reduce stress-  may help to calm the mind and relieve feelings of anxietyYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Excess","https://www.aw-dropship.com/wi/1593581.jpeg","https://www.aw-dropship.com/wi/1593612.jpeg","https://www.aw-dropship.com/wi/1593613.jpeg","https://www.aw-dropship.com/wi/1593628.jpeg","2021-07-27 8:50","2021-07-16 9:58","2020-07-30 13:07","2020-02-17 6:36"
"Active","AWEBL-05","","AWEBL","5055796597161","","4.81","1","Piece","4.81","Soothing Essential Oil Blend - Boxed - 10ml","8.95","0.05","0.039","65x24 (mm)","Roman Chamomile, Sage and Vetiver","<h1 style=""text-align: center;"">Roman Chamomile, Sage and Vetiver</h1><p>Soothing Essential oil blend benefits</p><p>- may help soothe sore muscles and &nbsp;stimulate circulation</p><p>- may help improve mood&nbsp;</p><p>- may relieve anxiety ,nervousness</p><p>&nbsp;&nbsp;</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Roman Chamomile, Sage and VetiverSoothing Essential oil blend benefits- may help soothe sore muscles and  stimulate circulation- may help improve mood - may relieve anxiety ,nervousness  You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Excess","https://www.aw-dropship.com/wi/1593582.jpeg","https://www.aw-dropship.com/wi/1593615.jpeg","https://www.aw-dropship.com/wi/1593616.jpeg","https://www.aw-dropship.com/wi/1593629.jpeg","2021-07-27 8:50","2021-07-16 9:58","2020-07-30 13:37","2020-02-17 6:36"
"Active","AWEBL-06","","AWEBL","5055796597178","","1.3","1","Piece","1.3","Relaxing Essential Oil Blend - Boxed - 10ml","3.2","0.05","0.039","65x24 (mm)","Lavender and Mandarin","<h1 style=""text-align: center;"">Lavender and Mandarin</h1><p>Relaxing Essential oil blend benefits</p><p>- &nbsp;promotes relaxation and is believed to treat anxiety</p><p>- &nbsp;may help you fall asleep and improve the overall quality of rest</p><p>- &nbsp;provides all-round relief</p><p><br></p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Lavender and MandarinRelaxing Essential oil blend benefits-  promotes relaxation and is believed to treat anxiety-  may help you fall asleep and improve the overall quality of rest-  provides all-round reliefYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301192000","7.00%","","Normal","https://www.aw-dropship.com/wi/1593583.jpeg","https://www.aw-dropship.com/wi/1593617.jpeg","https://www.aw-dropship.com/wi/1593618.jpeg","https://www.aw-dropship.com/wi/1593630.jpeg","2021-07-27 8:50","2021-08-06 11:36","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-07","","AWEBL","5055796597185","","2.65","1","Piece","2.65","Less Stress Essential Oil Blend - Boxed - 10ml","5.95","0.05","0.039","65x24 (mm)","Clary Sage, Lemon and Lavender","<h1 style=""text-align: center;"">Clary Sage, Lemon and Lavender&nbsp;</h1><p>Less Stress essential oil blend</p><p>- &nbsp;may relieve stress and improve mood</p><p>- &nbsp;may ease symptoms of depression</p><p>- &nbsp;its calming effects on the body and mind may help with anxiety</p><p><br></p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Clary Sage, Lemon and Lavender Less Stress essential oil blend-  may relieve stress and improve mood-  may ease symptoms of depression-  its calming effects on the body and mind may help with anxietyYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1593584.jpeg","https://www.aw-dropship.com/wi/1593619.jpeg","https://www.aw-dropship.com/wi/1593620.jpeg","https://www.aw-dropship.com/wi/1593631.jpeg","2021-07-27 8:50","2021-07-30 14:55","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-08","","AWEBL","5055796597192","","2.55","1","Piece","2.55","Sensual Essential Oil Blend - Boxed - 10ml","5.25","0.05","0.039","65x24 (mm)","Patchouli, Juniper Berry and Ylang Ylang","<h1 style=""text-align: center;"">Patchouli, Juniper Berry and Ylang Ylang</h1><p>Sensual Essential oil blend benefits</p><p>- &nbsp;Its believed to have an aphrodisiac qualities that may help boost your libido &nbsp;</p><p>- &nbsp;enhance sensuality</p><p>- &nbsp;may help sooth stress and sadness</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Patchouli, Juniper Berry and Ylang YlangSensual Essential oil blend benefits-  Its believed to have an aphrodisiac qualities that may help boost your libido  -  enhance sensuality-  may help sooth stress and sadnessYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1593585.jpeg","https://www.aw-dropship.com/wi/1593621.jpeg","https://www.aw-dropship.com/wi/1593622.jpeg","https://www.aw-dropship.com/wi/1593632.jpeg","2021-07-27 8:50","2021-08-08 13:30","2020-03-05 16:01","2020-02-17 6:36"
"Active","AWEBL-09","","AWEBL","5055796597208","","1.95","1","Piece","1.95","Simmus Essential Oil Blend - Boxed - 10ml","3.85","0.05","0.039","65x24 (mm)","Tea Tree, Eucalyptus, Camphor and Geranium","<h1 style=""text-align: center;"">Tea Tree, Eucalyptus and Geranium</h1><p>Simmus essential oil blend benefits</p><p>- &nbsp;may provide relief to those with respiratory issues such as coughs, colds, and the flu</p><p>- promotes better immunity</p><p>You will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.</p><p><strong>As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.</strong></p>","Tea Tree, Eucalyptus and GeraniumSimmus essential oil blend benefits-  may provide relief to those with respiratory issues such as coughs, colds, and the flu- promotes better immunityYou will be able to take a relaxing bath with these Essential Oil Blend whether you want to unwind or feel re-energised. Imagine you can add few drops of Essential Oil on your hand or to your feet after a long day of work and relax, you can also use on wrists or in the back of the neck as desired.As this product range is made of pure Essential Oil Blends we recommend to dilute with our base oils before applying to the skin.","GBR","3301294100","0.00%","","Excess","https://www.aw-dropship.com/wi/1593586.jpeg","https://www.aw-dropship.com/wi/1593623.jpeg","https://www.aw-dropship.com/wi/1593624.jpeg","https://www.aw-dropship.com/wi/1593633.jpeg","2021-07-27 8:50","2021-07-16 9:58","2020-03-05 16:01","2020-02-17 6:36"
"Active","REBL-01","","REBL","5055796597680","3616440","1.99","1","Piece","1.99","10ml Roll On Essential Oil Blend - Don't Worry!","4.95","0.05","0.04","2x8.5 (cm)","Tocopherol, Citrus Bergamia Oil, Pelargonium Graveloens Oil, Boswellia Carterii Oil, Limonene*, Linalool*, Citronellol*, Geraniol*, Citral*.
*Naturally occurring in Essential Oils","<p style=""text-align: left;"">This beautiful blend of citrusy <strong>Bergamot , </strong>sweet<strong> Geranium </strong>and woody<strong> Frankincense</strong> oil can help your mind and body relax while uplifting your mood so you can be at your best throughout the day.</p><p style=""text-align: left;"">Bergamot essential oil is known to help reduce stress and among other essential oils can also relieve depression and anxiety .</p><p style=""text-align: left;"">Geranium essential oil enhancing the general sense of well-being and relaxation could also help to those suffering from insomnia.</p><p style=""text-align: left;"">Frankincense essential oil has been used since ancient times for sacred and medicinal purposes and can also help to ease stress and anxiety while improving concentration and memory.</p><p style=""text-align: left;"">Roll-on Essential Oil Blend can be easily applied throughout the day making it easier than ever to experience aromatherapy when you need it most.</p><p style=""text-align: left;""><strong><span style=""color: rgb(41, 105, 176);"">Easy to use: To release the aromatherapy, roll onto temples, wrists and nape of the neck. Do not use internally</span></strong></p>","This beautiful blend of citrusy Bergamot , sweet Geranium and woody Frankincense oil can help your mind and body relax while uplifting your mood so you can be at your best throughout the day.Bergamot essential oil is known to help reduce stress and among other essential oils can also relieve depression and anxiety .Geranium essential oil enhancing the general sense of well-being and relaxation could also help to those suffering from insomnia.Frankincense essential oil has been used since ancient times for sacred and medicinal purposes and can also help to ease stress and anxiety while improving concentration and memory.Roll-on Essential Oil Blend can be easily applied throughout the day making it easier than ever to experience aromatherapy when you need it most.Easy to use: To release the aromatherapy, roll onto temples, wrists and nape of the neck. Do not use internally","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1604589.jpeg","https://www.aw-dropship.com/wi/1604544.jpeg","https://www.aw-dropship.com/wi/1604545.jpeg","https://www.aw-dropship.com/wi/1604546.jpeg","2021-07-27 8:50","2021-09-14 14:44","2020-03-05 16:05","2020-02-17 6:36"
"Active","REBL-03","","REBL","5055796597703","3616457","1.99","1","Piece","1.99","10ml Roll On Essential Oil Blend - Cheer Up!","4.95","0.05","0.04","2x8.5 (cm)","Tocopherol, Mentha Spicata Oil, Citrus Sinensis Oil, Commiphora Myrrha Oil, Limonene*, Citral*, Geraniol*, Linalool*. 
*Naturally occurring in Essential Oils","<p>This energising blend of fresh <strong>Spearmint</strong>, crispy sweet <strong>Orange</strong> and smoky <strong>Myrrh</strong> essential oil has an uplifting effect, which could be beneficial for enhancing focus, positivity and optimism.</p><p>Spearmint essential oil can ease feelings of stress and nervousness and can also relieve headaches, reduce cough symptoms and enhance respiration.</p><p>Orange essential oils has a cheerful and uplifting yet simultaneously relaxing effect , its know to be beneficial for maintaining the health, appearance, skin and radiance.</p><p>Myrrh essential oil is said to relax the mind, calm the spirit and dissolve negative feelings.</p><p>Roll-on Essential Oil Blend can be easily applied throughout the day making it easier than ever to experience aromatherapy when you need it most.</p><p><strong>Easy to use: To release the aromatherapy, roll onto temples, wrists and nape of the neck. Do not use internally</strong></p>","This energising blend of fresh Spearmint, crispy sweet Orange and smoky Myrrh essential oil has an uplifting effect, which could be beneficial for enhancing focus, positivity and optimism.Spearmint essential oil can ease feelings of stress and nervousness and can also relieve headaches, reduce cough symptoms and enhance respiration.Orange essential oils has a cheerful and uplifting yet simultaneously relaxing effect , its know to be beneficial for maintaining the health, appearance, skin and radiance.Myrrh essential oil is said to relax the mind, calm the spirit and dissolve negative feelings.Roll-on Essential Oil Blend can be easily applied throughout the day making it easier than ever to experience aromatherapy when you need it most.Easy to use: To release the aromatherapy, roll onto temples, wrists and nape of the neck. Do not use internally","GBR","3301294100","0.00%","","Normal","https://www.aw-dropship.com/wi/1604591.jpeg","https://www.aw-dropship.com/wi/1604555.jpeg","https://www.aw-dropship.com/wi/1604556.jpeg","https://www.aw-dropship.com/wi/1604557.jpeg","2021-07-27 8:50","2021-09-14 14:44","2020-03-05 16:05","2020-02-17 6:36"
