SKU,Regular_Price,Sale Price,Date sale price start,Date sale price ends,Status,Stock,Type,Name,Weight,Length,Width,Height,Post_Title,Post_Content,Images,Category
PET-STROLLER-4WL-M-GR,91.3,57.07,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Pet Stroller Dog Carrier Foldable Pram 3 IN 1 Middle Size Grey,7.6,44,19.5,75,i.Pet Pet Stroller Dog Carrier Foldable Pram 3 IN 1 Middle Size Grey,"<p>Need to take your small pet out for a walk with minimum hassle? You can, with the i.Pet Pet Stroller. It is sturdy, well-made, comfortable and comes with a host of pet-friendly features. In fact, the stroller has a 3-in-1 function as a stroller, carrier and car seat that makes transporting your pet easily and hassle-free. Better still, the stroller can also be separated into two sections for easy storage. The frame features powder-coated steel for strength and lasting use and the 600D Oxford is breathable and washable too. The front veil can be adjusted for easy access and also includes a zipped mesh cover. Moving and manoeuvring the stroller is effortless with its 5.5'' wear-resistant EVA wheels that are lockable with the rear wheels and omni-directional front wheels. Not least, the stroller can opened and kept with a simple one-step fold operation.
<strong>Features:</strong>
<li>One-step fold</li>
<li>Catch hook</li>
<li>Adjustable front veil</li>
<li>Large space basket</li>
<li>Anti-slip foam handle</li>
<li>360° rotatable front wheels </li>
<li>Rear wheels with damping </li>
<li>Wear-resistant EVA wheels</li>
<li>Powder-coated steel frame</li>
<li>600D linen fabric</li>
<li>Machine washable and detachable insert</li>
<li>Rear brakes</li>
<li>Waterproof</li>
<li>Removable cushion</li>
<li>Assembly required: Yes</li>
<li>No. of package: 1</li>
<br>
<strong>Specifications:</strong>
<li>Frame material: Steel</li>
<li>Tube thickness: 0.8 mm </li>
<li>Surface: Powder-coated </li>
<li>Fabric material:linen fabric </li>
<li>Wheels material: EVA </li>
<li>Wheel size: 5.5"" </li>
<li>Product overall size: 84cm x 48cm x 99cm</li>
<li>Pet cage size: 57cm x 38cm x 60 cm </li>
<li>Weight capacity: 15kg </li>
<li>Color: Grey</li>
<br>
<strong>Product Contents:</strong>
<li>i.Pet Stroller  x1</li>
<li>Manual  x1</li>
</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/5f6140137b3c3f9e0aa5a2c33284b83d/P/E/PET-STROLLER-4WL-M-GR-00.jpg,
PET-CAT-14711-GR,47.3,28.25,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Cat Tree 112cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,9.2,42,42,19,i.Pet Cat Tree 112cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, a hanging mouse and rope also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Stable wooden construction<br />
 Natural sisal posts and soft plush cover<br />
 Multi-level design with ample play areas<br />
 Sleeping cradles, bed cube and condo design<br />
 Hanging balls and hanging rope<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 112m <br />
 Base dimension: 40cm x 40cm<br />
 Colour: Grey and white<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree <br />
1 x Assembly kit <br />
1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/c1b316f4e2b69560433f0a6e7820a024/P/E/PET-CAT-14711-GR-00.jpg,
WD-B-366X50-BK,116.6,79.22,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Instahut 3.66m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,15.76,96,23,23,Instahut 3.66m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,"<p><strong>Instahut 3.66m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE<br /></strong></p>
<p>Keep weeds in check with our UV-resistant and highly durable Weed Mat. Perfect for use in weed control, under deckings, garden paths and driveways or simply creating organic soil, our Weed Mat negates the use of chemicals and allows air and liquid to pass through its porous surface allowing rainfall to soak into soil, reduces evaporation and boosts beneficial worm activity.</p>
<p>Available in 50m roll, the Weed Mat can be easily cut to size to suit various shapes and configurations. We have a wide range of widths and lengths available as well. Check out our listings in-store for other sizes.</p>
<p>Features<br />Heavy duty weed control mat<br />UV resistant and durable<br />Porous surface<br />Can be cut to size and shape<br />Allows nutrients and water to pass through<br />Great alternative to chemical weed killers<br /><br />Specifications<br />Size: 3.66m x 50m<br />Colour: Black<br /><br />Package Content<br />1 x Weed Control Mat </p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/114a73604428730a0c95bb3af1a96924/W/D/WD-B-366X50-BK-00.jpg,
WD-B-183X50-BK,53.9,47.09,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Instahut 1.83m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,7.98,93,18,18,Instahut 1.83m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,"<p><strong>Instahut 1.83m x 50m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE<br /></strong></p>
<p>Keep weeds in check with our UV-resistant and highly durable Weed Mat. Perfect for use in weed control, under deckings, garden paths and driveways or simply creating organic soil, our Weed Mat negates the use of chemicals and allows air and liquid to pass through its porous surface allowing rainfall to soak into soil, reduces evaporation and boosts beneficial worm activity.</p>
<p>Available in 100m roll, the Weed Mat can be easily cut to size to suit various shapes and configurations. We have a wide range of widths and lengths available as well. Check out our listings in-store for other sizes.</p>
<p>Features<br />Heavy duty weed control mat<br />UV resistant and durable<br />Porous surface<br />Can be cut to size and shape<br />Allows nutrients and water to pass through<br />Great alternative to chemical weed killers<br /><br />Specifications<br />Size: 1.83m x 50m<br />Net weight: 85g/m2<br />Colour: Black<br /><br />Package Content<br />1 x Weed Control Mat </p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/9ac7c3222d74da74d072bb96caa60ab8/W/D/WD-B-183X50-BK-00.jpg,
PET-CAT-FL09-GR,81.4,64.68,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Cat Tree 184cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,20,60.5,57,23,i.Pet Cat Tree 184cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, the hanging mice and rope also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Multi-level cat tree<br />
 Sturdy wooden construction<br />
 Natural sisal poles and soft plush cover<br />
 Bed cube and swing hammock<br />
 Sleeping cradle and hanging toys<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 184m <br />
 Base dimension: 60cm x 56cm<br />
 Colour: Dark grey<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree  <br />
1 x Assembly kit  <br />
1 x Assembly guide  <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/68439ec08e4d8ca3358b6369a78928f3/P/E/PET-CAT-FL09-GR-00.jpg,
PET-STROLLER-3WL-L-BK,110,97.58,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Pet Stroller Dog Carrier Foldable Pram Large Black,9.5,83,43,36,i.Pet Pet Stroller Dog Carrier Foldable Pram Large Black,"<p>Need to take your small pet out for a walk with minimum hassle? You can, with the i.Pet Pet Stroller. It is sturdy, well-made, comfortable and comes with a host of pet-friendly features. Your pet will appreciate the elevated design that provides a higher seating area for better viewing by your pet. The frame features powder-coated steel for strength and lasting use and the 600D Oxford fabric is breathable and washable too. The front veil can be adjusted for easy access and also includes a zipped mesh cover. Moving and manoeuvring the stroller is effortless with its 12'' wear-resistant EVA wheels that are lockable with the rear wheels and an omni-directional front wheel. Better still, the rear wheels come with shock absorbers for a smoother ride. Not least, the stroller can opened and kept with a simple one-step fold operation.</p>
<strong>Features:</strong>
<li>Elevated design </li>
<li>One-step fold</li>
<li>Catch hook</li>
<li>Adjustable front veil</li>
<li>Large space basket</li>
<li>Anti-slip foam handle</li>
<li>360°rotatable front wheels</li>
<li>12‘’ wear-resistant EVA wheels</li>
<li>Rear wheels with damping</li>
<li>600D Oxford fabric</li>
<li>Powder-coated steel frame</li>
<li>Machine washable </li>
<li>Rear brakes</li>
<li>Waterproof</li>
<li>Removable cushion</li>
<li>Assembly required: Yes</li>
<li>No. of package: 1</li>
<br>
<strong>Specifications:</strong>
<li>Frame material: Steel</li>
<li>Tube thickness: 0.8 mm</li>
<li>Surface: Powder-coated</li>
<li>Fabric material: 600D Oxford</li>
<li>Wheel material: EVA</li>
<li>Wheel size: 12‘’</li>
<li>Product overall size: 110cm x 56cm x 109cm</li>
<li>Pet cage size: 69cm x 38cm x 56cm</li>
<li>Storage basket size: 30cm x 30cm x 20cm </li>
<li>Weight capacity: 15kg</li>
<li>Colour: Black</li>
<br>
<strong>Product Contents:</strong>
<li>i.Pet Stroller  x1</li>
<li>Manual  x1</li>
</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/c5c23f566733e14f4263e0c998559c9e/P/E/PET-STROLLER-3WL-L-BK-00.jpg,
PET-STROLLER-4WL-M-BK,91.3,70.21,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Pet Stroller Dog Carrier Foldable Pram 3 IN 1 Middle Size Black,7.6,44,19.5,75,i.Pet Pet Stroller Dog Carrier Foldable Pram 3 IN 1 Middle Size Black,"<p>Need to take your small pet out for a walk with minimum hassle? You can, with the i.Pet Pet Stroller. It is sturdy, well-made, comfortable and comes with a host of pet-friendly features. In fact, the stroller has a 3-in-1 function as a stroller, carrier and car seat that makes transporting your pet easily and hassle-free. Better still, the stroller can also be separated into two sections for easy storage. The frame features powder-coated steel for strength and lasting use and the 600D Oxford is breathable and washable too. The front veil can be adjusted for easy access and also includes a zipped mesh cover. Moving and manoeuvring the stroller is effortless with its 5.5'' wear-resistant EVA wheels that are lockable with the rear wheels and omni-directional front wheels. Not least, the stroller can opened and kept with a simple one-step fold operation.
<strong>Features:</strong>
<li>One-step fold</li>
<li>Catch hook</li>
<li>Adjustable front veil</li>
<li>Large space basket</li>
<li>Anti-slip foam handle</li>
<li>360° rotatable front wheels </li>
<li>Rear wheels with damping </li>
<li>Wear-resistant EVA wheels</li>
<li>600D Oxford Fabric and nylon base</li>
<li>Machine washable and detachable insert</li>
<li>Rear brakes</li>
<li>Waterproof</li>
<li>Removable cushion</li>
<li>Assembly required: Yes</li>
<li>No. of package: 1</li>
<br>
<strong>Specifications:</strong>
<li>Frame material: Steels</li>
<li>Tube thickness: 0.8 mm </li>
<li>Surface: Powder-coated </li>
<li>Fabric material: 600D Oxford </li>
<li>Wheels material: EVA </li>
<li>Wheel size: 5.5"" </li>
<li>Product overall size: 84cm x 48cm x 99cm</li>
<li>Pet cage size: 57cm x 38cm x 60 cm </li>
<li>Weight capacity: 15kg </li>
<li>Color: Black  </li>
<br>
<strong>Product Contents:</strong>
<li>i.Pet Stroller  x1</li>
<li>Manual  x1</li>
</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/b6b0e67525954827f6fa5557f0da8d08/P/E/PET-STROLLER-4WL-M-BK-00.jpg,
PET-GT-BIRD-WBC02,127.6,130.05,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Bird Cage Wooden Pet Cages Aviary Large Carrier Travel Canary Cockatoo Parrot XL,15.4,111,63,20,i.Pet Bird Cage Wooden Pet Cages Aviary Large Carrier Travel Canary Cockatoo Parrot XL,"<p>Our beautiful and spacious i.Pet Bird Cage is definitely the most comfortable roost for your fine-feathered friends. Made of sturdy high-quality fir wood frame with mesh wire, you can be assured of its durability. There are two large doors for easy entry and exit to the cage, and three perches and one ladder for your birds to rest and play on. The cage is weather-resistant and the green asphalt roof protects it from rain and sun damage, so you can move the cage indoors, outdoors or wherever you like. The bird cage is also fitted with a slide-out bottom tray for easy cleaning. Equipped with all the favourite entertainments that a bird would need, your little one will surely love it.</p>
 
 <p><strong>Features</strong><br />
 Spacious bird cage<br />
 Green asphalt roof<br />
 High quality fir wood construction with mesh wire<br />
 Two doors<br />
 Three perches and one ladder<br />
 Slide-out bottom tray<br />
 Weather-resistant<br />
 Perfect for outdoors and indoors<br />
 </p>
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood and steel mesh wire, asphalt roof<br />
 Overall Dimensions: 72 x 60 x 168cm<br />
 Please refer to gallery for further dimensions<br />
 </p>
 
 <p><strong>Package Content</strong><br />
 1 x Pet hutch <br />
 1 x Assembly kit <br />
 1 x Assembly guide  <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/928d2340777fb8c3cd7beb90aee7b957/P/E/PET-GT-BIRD-WBC02-00.jpg,
PET-DOGPLAYPEN-H60,90.2,84.4,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Play Pen 80x60cm,15,83.5,62.5,17,i.Pet 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Play Pen 80x60cm,"<p>Our i.Pet Metal Pet Playpen is an easy way  to let your pet have ample play time safely and securely indoors or outdoors.  Made of strong power-coated steel, the play pen comes with a  multi-configuration design that lets you shape the playpen according to your  needs and space requirements. The edges are rounded for safe use and the entire  play pen is rust-resistant and durable. Better still, it comes with a lockable  gate so that you have total peace of mind in letting your pet have some fun  unattended. The entire playpen is foldable and easy to transport and store.</p>
<p><strong>Features</strong><br>
  Multi-configuration<br>
  Strong steel frames<br>
  Black powder coated<br>
  Round edges<br>
  Rust-resistant<br>
  Easily foldable<br>
  Lockable gate<br>
  Simple set up<br>
  SGS-approved</p>
<p><strong>Specifications</strong><br>
  Material: Steel square tube<br>
  Dimension per panel: 80cm x 60.5cm<br>
  Dimension per square: 15mm x 15mm<br>
  Door latch: 1<br>
  Lock for panels: 1<br>
  Colour: Black</p>
<p><strong>Package  Content</strong><br>
  1 x Metal Pet Playpen</p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/d5920f9806dba11e9697a0ba2baa9556/P/E/PET-DOGPLAYPEN-H60-00.jpg,
PET-CAT-FL010-GR,81.4,67.24,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Cat Tree 171cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,14.7,62,52,26,i.Pet Cat Tree 171cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, the hanging mice and rope also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts and slide, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Multi-level cat tree<br />
 Sturdy wooden construction<br />
 Natural sisal poles and soft plush cover<br />
 Bed cube and swing hammock<br />
 Sisal slide and hanging rope<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 171m <br />
 Base dimension: 60cm x 56cm<br />
 Colour: Dark grey<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree  <br />
1 x Assembly kit <br />
1 x Assembly guide  <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/49290bc60e65cb8762d8720050689d4e/P/E/PET-CAT-FL010-GR-00.jpg,
WD-B-366X30-BK,78.1,52.36,7/12/2021 0:00,18/12/2021 0:00,In Stock,90,simple,Instahut 3.66m x 30m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,10.74,19,19,96,Instahut 3.66m x 30m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE,"<p><strong>Instahut 3.66m x 30m Weedmat Weed Control Mat Woven Fabric Gardening Plant PE<br /></strong></p>
<p>Keep weeds in check with our UV-resistant and highly durable Weed Mat. Perfect for use in weed control, under deckings, garden paths and driveways or simply creating organic soil, our Weed Mat negates the use of chemicals and allows air and liquid to pass through its porous surface allowing rainfall to soak into soil, reduces evaporation and boosts beneficial worm activity.</p>
<p>Available in 100m roll, the Weed Mat can be easily cut to size to suit various shapes and configurations. We have a wide range of widths and lengths available as well. Check out our listings in-store for other sizes.</p>
<p>Features<br />Heavy duty weed control mat<br />UV resistant and durable<br />Porous surface<br />Can be cut to size and shape<br />Allows nutrients and water to pass through<br />Great alternative to chemical weed killers<br /><br />Specifications<br />Size: 3.66m x 30m<br />Colour: Black<br /><br />Package Content<br />1 x Weed Control Mat </p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/114a73604428730a0c95bb3af1a96924/W/D/WD-B-366X30-BK-00.jpg,
WD-B-0915X100-BK,53.9,41.82,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Instahut Weed Control Mat Black,8.9,96,12,12,Instahut Weed Control Mat Black,"<p><strong>Weed Control Mat</strong><br>
  Keep weeds in check with our UV-resistant and highly durable Weed Mat. Perfect for use in weed control, under deckings, garden paths and driveways or simply creating organic soil, our Weed Mat negates the use of chemicals and allows air and liquid to pass through its porous surface allowing rainfall to soak into soil, reduces evaporation and boosts beneficial worm activity.<br>
Available in 100m roll, the Weed Mat can be easily cut to size to suit various shapes and configurations. We have a wide range of widths and lengths available as well.</p>
<p><strong>Features</strong><br>
  * Heavy duty weed control mat<br>
  * UV resistant and durable<br>
  * Porous surface<br>
  * Can be cut to size and shape<br>
  * Allows nutrients and water to pass through<br>
* Great alternative to chemical weed killers</p>
<p><strong>Specifications</strong><br>
  * Size: 0.915m x 100m<br>
  * Net weight: 85g/m2<br>
* Colour: Black</p>
<p><strong>Package Content</strong><br>
1 x Weed Control Mat</p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/0d7ca42020ea59dedff61e8797f6530f/W/D/WD-B-0915X100-BK-00.jpg,
AQ-SPH-6250,34.1,20.66,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple, Giantz 2500L/H Submersible Aqua Aquarium Water Pump,1.3,17,13.5,14.5, Giantz 2500L/H Submersible Aqua Aquarium Water Pump,"<p><strong>Multi-Functional Pond Aquarium Pump 2500LPH</strong> <br><br><br>Ideal for creating water features, pond circulation, waterfalls, fountain streams asnd marine aquariums.<br><br><strong>Features</strong><br>* Robust construction with durable case<br>* Inline & Submersible<br>* Low energy consumption<br>* Operates in near silence<br>* Suitable for fresh and salt water<br>* C-tick, EMC, TUV, GS, CE approved<br><br><strong>Specifications</strong><br>* Output: 2500LH<br>* Voltage: 230V<br>* Frequency: 50Hz<br>* Power: 35W<br>* Max height: 2.3m<br>* Dimensions: 12.5 x 10 x 13.5cm<br>* Weight: 1kg<br><br><strong>Package Contents</strong><br><br><br>* 1 x Aquarium pump<br><br>* 1 x User Manual<br><br><br><br><br><br><br><br><br><br></p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/f6b9f2a8be7c228aae892c762eeed832/A/Q/AQ-SPH-6250-00.jpg,
PET-CAT-FL08-GR,57.2,51.68,7/12/2021 0:00,18/12/2021 0:00,In Stock,199,simple,i.Pet Cat Tree 140cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,9.9,60.5,26,36,i.Pet Cat Tree 140cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, the hanging mice and balls also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Multi-level cat tree<br />
 Sturdy wooden construction<br />
 Natural sisal poles and soft plush cover<br />
 Bed cube and side hammock<br />
 Sleeping cradle and hanging toys<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 140m <br />
 Base dimension: 60cm x 35cm<br />
 Colour: Dark grey<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree  <br />
1 x Assembly kit <br />
1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/7dc426d32d0aa6161b41358195915edc/P/E/PET-CAT-FL08-GR-00.jpg,
V63-784225,133.9,,,,In Stock,25,simple,Heavy Duty Waterproof Dog Bed - Large,20.02,,,,Heavy Duty Waterproof Dog Bed - Large,"<p>Dog beds are notorious for falling apart after only moderate use. The Heavy Duty Indoor/Outdoor Dog Bed uses high-quality fabric and materials for a bed that's ready for everything your dog can throw at it, indoors or outdoors.</p> <p>This bed for medium-sized dogs measures L100cm x 80cm x H25cm. It's made from an extra-tough and waterproof 600 denier Oxford canvas, which is durable enough for outdoor use yet comfy enough to provide plenty of pleasant dreams. The fabric comes in a black canvas with white piping, a handsome combination for most any existing colour scheme.</p> <p>The poly-cotton cushion is removable for washing thanks to a safety-concealed zipper, and the cushion itself is segmented to provide even cushioning no matter where the dog rests.</p> <p>The Heavy Duty Indoor/Outdoor Dog Bed is truly fit for a doggy king (or queen). Order today and save today with our everyday low price.</p> <p>Features of the Heavy Duty Indoor/Outdoor Dog Bed:</p> <p>*Made from extra-tough 600 denier Oxford canvas</p> <p>*Waterproof and suitable for indoor or outdoor use</p> <p>*Colour: black canvas with white piping</p> <p>*Dimensions: L100cm x 80cm x H25cm</p> <p>*Comfy segmented poly-cotton cushion</p> <p>*Cushion is removable for easy cleaning</p><p>Package Content:</p>
<p>1 x Heavy Duty Waterproof Dog Bed - Large</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/470f90c70837f1d91e7c899be1c2b684/6/0/609b8c97171d1_45.jpg,
V63-784235,201.9,,,,In Stock,25,simple,Heavy Duty Waterproof Dog Bed - Extra Large,35.67,,,,Heavy Duty Waterproof Dog Bed - Extra Large,"<p>Dog beds are notorious for falling apart after only moderate use. The Heavy Duty Indoor/Outdoor Dog Bed uses high-quality fabric and materials for a bed that's ready for everything your dog can throw at it, indoors or outdoors.</p> <p>This bed for medium-sized dogs measures L120cm x 100cm x H25cm. It's made from an extra-tough and waterproof 600 denier Oxford canvas, which is durable enough for outdoor use yet comfy enough to provide plenty of pleasant dreams. The fabric comes in a black canvas with white piping, a handsome combination for most any existing colour scheme.</p> <p>The poly-cotton cushion is removable for washing thanks to a safety-concealed zipper, and the cushion itself is segmented to provide even cushioning no matter where the dog rests.</p> <p>The Heavy Duty Indoor/Outdoor Dog Bed is truly fit for a doggy king (or queen). Order today and save today with our everyday low price.</p> <p>Features of the Heavy Duty Indoor/Outdoor Dog Bed:</p> <p>*Made from extra-tough 600 denier Oxford canvas</p> <p>*Waterproof and suitable for indoor or outdoor use</p> <p>*Colour: black canvas with white piping</p> <p>*Dimensions: L120cm x 100cm x H25cm</p> <p>*Comfy segmented poly-cotton cushion</p> <p>*Cushion is removable for easy cleaning</p><p>Package Content:</p>
<p>1 x Heavy Duty Waterproof Dog Bed - Extra Large</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/470f90c70837f1d91e7c899be1c2b684/6/0/609a396322005_42.jpg,
V63-784245,48.9,,,,In Stock,25,simple,Pet-Safe Car Booster,4.63,,,,Pet-Safe Car Booster,"<div class=""price"">Give your beloved pet the ultimate in car travel comfort with this Portable Pet Booster Seat. Because all dogs have that natural urge to look out the window, this booster seat ensures they can securely look at their surrounds whilst being transported from one point to another.</div>
<p><strong>Features:</strong></p>
<ul>
<li>Portable Pet Booster Seat</li>
<li>Colour: Red</li>
<li>Adjustable strap - attaches to car seat headrest and around seat</li>
<li>Breathable mesh walls</li>
<li>Inside leash attaches to pet collar or harness</li>
<li>Can be used on the front as well as back seats</li>
<li>Dimensions:&nbsp;<strong>40W cm x 40D cm x 26H cm</strong>&nbsp;(square booster section for dog to sit)</li>
<li>Maximum weight capacity: 10kg</li>
</ul>
<div></div>
<div><strong>Package Content:</strong></div>
<div>1x&nbsp;Pet-Safe Car Booster</div>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/48924f31036c222c3c341be2540eae93/5/b/5b874beb9eb7a_44.jpg,
V63-793955,69.9,,,,In Stock,25,simple,Dog Pet Safety Transport Carrier Backpack Trolley,5.36,,,,Dog Pet Safety Transport Carrier Backpack Trolley,"<p>When you travel don""t leave your beloved pet behind. Take your cat or dog with you and let him enjoy the comfort of our safe and sturdy pet carrier!</p> <p>Our durable pet luggage carrier is generous in size and provides the optimum in comfort and safety for your pet. No one needs one more thing to worry about while traveling. Our top-of-the-line pet carrier will relieve you of any concerns about the safety or comfort of your pet.</p> <p>You will not be burdened with a bulky carrier that is difficult to move about. Our pet carrier is easy to pull and allows you maximum mobility no matter where you travel. The telescopic handle is adjustable for the comfort of human handlers.</p> <p>The carrier is fitted with mesh panels that keep your pet cool and adequately ventilated. Its generous size accommodates pets of a full-range of heights and weights. The strong and durable fabric is stain resistant and easy to clean after travel. The carrier folds flat for convenient storage and the padded backpack straps tuck away when not in use.</p> <p>The safety features of this top-notch carrier include an inner safety strap that can clip onto your pet""s collar. The access panel is wide allowing for easy access for pets of any size. Two zippered storage compartments provide for the convenient and secure storage of your pet""s leash and other accessories.</p> <p>Order our first-class pet luggage carrier today! Make your travel worry-free and allow your pet to travel in comfort and safety.</p> <p><strong>Features:</strong></p> <ul> <li>Mesh panels</li> <li>Colour: red</li> <li>Durable</li> <li>Easy to clean and maintain</li> <li>Folds flat for storage</li> <li>Adjustable height</li> <li>Safe and secure</li> </ul> <p><strong>Specifications:</strong></p> <ul> <li>36 x 30 x 49cm (W x D x H)</li> <li>99cm high with extended handle</li> <li>Maximum weight capacity of 15kg</li> </ul><p>Package Content:</p>
<p>1 x Dog Pet Safety Transport Carrier Backpack Trolley</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/9bb9fd1250f835fa797f4885634cf553/V/6/V63-793955-01_42.jpg,
